unit_price,avg_comp_price,price_premium,price_vs_comp1,price_vs_comp2,price_vs_comp3,is_anomaly
66.99,54.32333333333333,1.2331717494017302,43.0,-13.0,7.999999999999993,False
66.99,55.26714285666666,1.2121125959729118,43.0,-15.83142857,7.999999999999993,False
59.9,59.9,1.0,0.0,0.0,0.0,False
59.9,59.9,1.0,0.0,0.0,0.0,False
59.9,59.9,1.0,0.0,0.0,0.0,False
59.9,59.9,1.0,0.0,0.0,0.0,False
59.9,59.9,1.0,0.0,0.0,0.0,False
59.9,59.9,1.0,0.0,0.0,0.0,False
52.40694444,53.28031332666666,0.983608037713443,0.0,-1.24133681,-1.3787698500000047,False
55.1,55.425000000000004,0.9941362201172755,0.0,-0.32499999999999574,-0.6499999999999986,False
49.9,49.9,1.0,0.0,0.0,0.0,False
50.54516129,50.60076805,0.9989010688544283,0.0,-0.35483870999999567,0.18801842999999963,False
53.9,53.9,1.0,0.0,0.0,0.0,False
53.9,53.9,1.0,0.0,0.0,0.0,False
53.41515152,53.39419002333333,1.0003925801038935,0.0,-0.2943722899999983,0.35725678000000016,False
49.9,49.9,1.0,0.0,0.0,0.0,False
49.91,49.903333333333336,1.0001335916104468,0.0,0.00999999999999801,0.00999999999999801,False
49.91,49.903333333333336,1.0001335916104468,0.0,0.00999999999999801,0.00999999999999801,False
47.35789474,57.656666666666666,0.8213776043244493,23.36789474,-42.632105259999996,-11.632105260000003,False
48.45944444,55.57333333333333,0.8719909628119002,24.46944444,-35.280555559999996,-10.530555560000003,False
53.70176471,64.22725490333333,0.8361211263166244,0.0,-26.288235289999996,-5.288235290000003,False
52.06928571,54.32333333333333,0.9585068241394122,28.079285710000004,-27.920714289999992,-6.920714289999999,False
49.98,54.32333333333333,0.9200466343498803,25.99,-30.009999999999998,-9.010000000000005,False
51.512,54.32333333333333,0.9482481438301529,27.522000000000002,-28.477999999999994,-7.4780000000000015,False
50.71,55.26714285666666,0.9175433608267856,26.720000000000002,-32.111428569999994,-8.280000000000001,False
157.99,168.66333333333333,0.9367181169588332,-5.009999999999991,0.0,-27.00999999999999,False
171.792,176.9219697,0.971004337625798,10.201090899999997,0.0,-25.591000000000008,False
169.9,170.15641026666665,0.9984930907612307,9.230769199999997,0.0,-10.0,False
160.4,157.91619046666668,1.0157286566120503,11.621428600000002,0.0,-4.1699999999999875,False
149.475,172.28833333333333,0.8675863136408927,14.574999999999989,0.0,-83.01500000000001,False
140.56,138.47777776666666,1.015036508145313,7.560000000000002,32.56,-33.873333299999985,False
149.0,147.65333333333334,1.0091204623442298,0.0,41.0,-36.96000000000001,False
148.5,151.83333333333334,0.978046103183315,0.0,40.5,-50.5,False
145.9942857,139.4138889,1.0472004392956864,17.75261900000001,37.994285700000006,-36.005714299999994,False
123.9666667,124.98752830000001,0.9918322922783969,6.525376399999999,18.323809600000004,-27.911770799999985,False
119.19,120.26065276666667,0.9910972313717273,13.541375000000002,14.189999999999998,-30.943333300000006,False
118.1318182,113.77459113333333,1.038297013623722,14.339294800000005,13.131818199999998,-14.399431800000002,False
139.9,120.74000000000001,1.1586880901109822,20.900000000000006,34.900000000000006,1.6800000000000068,False
138.98,126.12121213333334,1.101955790379437,20.616363599999985,33.97999999999999,-16.02000000000001,False
138.0,120.85030303333333,1.141908597133897,26.0,33.0,-7.550909100000013,False
84.99,57.45913580333333,1.4791381529109169,61.592592589999995,-5.0,25.999999999999993,False
84.99,57.656666666666666,1.474070648089264,61.0,-5.0,25.999999999999993,False
84.99,57.656666666666666,1.474070648089264,61.0,-5.0,25.999999999999993,False
84.99,57.656666666666666,1.474070648089264,61.0,-5.0,25.999999999999993,False
